outcome,exposure,window,window_key,crop,beta,se,p_raw,n,r2,q_fdr
price,temp_max,4-7日,w47,土豆,-0.0006049320929396227,0.0005271854281437486,0.2511853645779687,916,0.9674178951201051,0.6572026506541229
price,precipitation,4-7日,w47,尖椒,0.00027282402172815537,0.0008871890847363279,0.7584513471205989,916,0.9391994085640619,0.8668015395663987
price,temp_max,4-7日,w47,尖椒,-4.457426790003844e-05,0.0006965085224684743,0.9489728305028854,916,0.9391994085640619,0.998371869015268
price,precipitation,4-7日,w47,甘蓝,0.001561971791220463,0.001300543470745816,0.22974550963728002,916,0.9361066947063271,0.552849040353819
price,temp_max,4-7日,w47,甘蓝,0.00039937009952482525,0.0005374089071917324,0.4573968747712678,916,0.9361066947063271,0.8121345342013921
price,precipitation,4-7日,w47,芸豆,0.0004418022500053561,0.001675418227203029,0.7920136420878888,916,0.9256478766015438,0.8669615046151606
price,temp_max,4-7日,w47,芸豆,0.001586441737750252,0.0008533638476883871,0.06302076954500027,916,0.9256478766015438,0.38328625697115903
price,precipitation,4-7日,w47,芹菜,0.0007516824370474317,0.0012416354499684874,0.5449152115049822,916,0.9560333432302244,0.8019909682925944
price,temp_max,4-7日,w47,芹菜,-0.00012670088655329387,0.0005447000187221138,0.8160668060438497,916,0.9560333432302244,0.9326477783358283
price,precipitation,4-7日,w47,茄子,0.002185930472996917,0.000904299681503199,0.015637698938296803,916,0.9475649955614366,0.10425132625531203
price,temp_max,4-7日,w47,茄子,-0.001128492975255841,0.0006162686441086854,0.06707509496995283,916,0.9475649955614366,0.38328625697115903
price,precipitation,4-7日,w47,西红柿,0.0005730568597372135,0.0012912653494142365,0.6571909414389203,916,0.9237589513719544,0.8214886767986505
price,temp_max,4-7日,w47,西红柿,-0.0005031960820372034,0.0006711194001511178,0.4533834659587397,916,0.9237589513719544,0.8121345342013921
price,precipitation,4-7日,w47,青椒,-0.00018539269698376014,0.0011572200359233295,0.8727194130900742,916,0.9386206199671221,0.8727194130900742
price,temp_max,4-7日,w47,青椒,2.1780978048301092e-05,0.0008153155674787508,0.9786872226162457,916,0.9386206199671221,0.998371869015268
price,precipitation,4-7日,w47,韭菜,0.004683441681336798,0.0024336780088286265,0.05430077343096124,916,0.9325237219493652,0.27150386715480623
price,temp_max,4-7日,w47,韭菜,-0.0009625034014542099,0.0006586320617688726,0.14391465142773613,916,0.9325237219493652,0.5598454586817186
price,precipitation,4-7日,w47,黄瓜,0.01060583454777667,0.0032432052368683724,0.0010748262568573456,916,0.9276358574914336,0.010748262568573455
price,temp_max,4-7日,w47,黄瓜,-0.0013199638483334909,0.0011259836658851063,0.2410861854491103,916,0.9276358574914336,0.6572026506541229
price,precipitation,8-14日,w814,土豆,0.0011687457604261306,0.0015902090169102893,0.4623616563932509,916,0.9673438519237985,0.8019909682925944
price,temp_max,8-14日,w814,土豆,-0.0005755936146272654,0.0005525609304264403,0.29755843237598345,916,0.9673438519237985,0.7001374879434905
price,precipitation,8-14日,w814,尖椒,0.0006519664364225408,0.0010419150551263248,0.5314864304577237,916,0.9392073468833643,0.8019909682925944
price,temp_max,8-14日,w814,尖椒,-1.6746842275902878e-05,0.0007169975322836414,0.9813655815269823,916,0.9392073468833643,0.998371869015268
price,precipitation,8-14日,w814,甘蓝,0.002251509496721694,0.0018957260562037902,0.23496084215037305,916,0.9361448308392963,0.552849040353819
price,temp_max,8-14日,w814,甘蓝,0.00032246707645223766,0.0006059669930724813,0.594620119878468,916,0.9361448308392963,0.8739105124115434
price,precipitation,8-14日,w814,芸豆,0.001110235775341945,0.0021669652537486435,0.60840894270132,916,0.9258754587825193,0.8214886767986505
price,temp_max,8-14日,w814,芸豆,0.0018979161776589894,0.0008767109604813156,0.030401930802839035,916,0.9258754587825193,0.32787479230363625
price,precipitation,8-14日,w814,芹菜,0.000829267238280806,0.0016547409023475027,0.6162681819511939,916,0.9560326982683928,0.8214886767986505
price,temp_max,8-14日,w814,芹菜,-9.37390064718476e-05,0.0005124624043704127,0.8548617339229508,916,0.9560326982683928,0.949846371025501
price,precipitation,8-14日,w814,茄子,0.0012780257672130738,0.0011371662293421512,0.2610686436480988,916,0.9474293899812936,0.5801525414402194
price,temp_max,8-14日,w814,茄子,-0.0008974581369469775,0.0005980088451154686,0.13342180920624275,916,0.9474293899812936,0.5598454586817186
price,precipitation,8-14日,w814,西红柿,-0.00044134249530423323,0.0013130354146518,0.736777487447086,916,0.9237394814736516,0.8668015395663987
price,temp_max,8-14日,w814,西红柿,-0.0002533016565515827,0.0006829213325793241,0.710705324613419,916,0.9237394814736516,0.8739105124115434
price,precipitation,8-14日,w814,青椒,0.00043846382390260244,0.0009876316095335455,0.6570752412834864,916,0.9386270243015831,0.8214886767986505
price,temp_max,8-14日,w814,青椒,-0.00019865739043185143,0.0008229019977772721,0.8092367799552845,916,0.9386270243015831,0.9326477783358283
price,precipitation,8-14日,w814,韭菜,0.0004540514709615341,0.0022806331036074614,0.842192265854999,916,0.9320834220554517,0.8726734445421647
price,temp_max,8-14日,w814,韭菜,-0.000373071704914245,0.0007376909427322824,0.613046905056043,916,0.9320834220554517,0.8739105124115434
price,precipitation,8-14日,w814,黄瓜,-0.0007175578461018385,0.0028606429671320854,0.8019393917690236,916,0.9264539823774074,0.8669615046151606
price,temp_max,8-14日,w814,黄瓜,0.0009921829073394348,0.0013096814836632438,0.44870501343933833,916,0.9264539823774074,0.8121345342013921
volume,precipitation,0日,w0,土豆,-0.0018580165383638317,0.0011774302806186899,0.11455945298268004,916,0.8221732530077892,0.36829312032325956
volume,temp_max,0日,w0,土豆,0.00017933445250302524,0.0010667724184059016,0.8664972282485022,916,0.8221732530077892,0.8664972282485021
volume,precipitation,0日,w0,尖椒,-0.004620244945258793,0.0022671268459186033,0.04155697216107034,916,0.4022772267461936,0.20778486080535172
volume,temp_max,0日,w0,尖椒,0.005616186196073251,0.002367398276765216,0.017677583940777824,916,0.4022772267461936,0.08838791970388912
volume,precipitation,0日,w0,甘蓝,-0.0008126542296027725,0.0008263553477190989,0.32540085810007924,916,0.7751778724325513,0.6310173236395727
volume,temp_max,0日,w0,甘蓝,0.0004209161992475459,0.0008473217234527662,0.6193577564196169,916,0.7751778724325513,0.8212581366505075
volume,precipitation,0日,w0,芸豆,-0.001072863870678485,0.0016886482514227403,0.525207428195982,916,0.6553151428493653,0.6779233155668734
volume,temp_max,0日,w0,芸豆,0.0035748282869106952,0.0013605044034560067,0.008599570974153231,916,0.6553151428493653,0.05733047316102154
volume,precipitation,0日,w0,芹菜,-0.0033990732471372367,0.0015115208707700651,0.02452669253415851,916,0.7143612141384408,0.16351128356105674
volume,temp_max,0日,w0,芹菜,0.0014922775230594308,0.0014439164389906999,0.30137324766746443,916,0.7143612141384408,0.6025980830616515
volume,precipitation,0日,w0,茄子,-0.005907436372412046,0.0017212070548848495,0.0005988219281407815,916,0.6538145329891102,0.02395287712563126
volume,temp_max,0日,w0,茄子,-0.0015873352970938485,0.0011248828034742763,0.1582116775224407,916,0.6538145329891102,0.3722627706410369
volume,precipitation,0日,w0,西红柿,0.0008768280649260325,0.0019941192539334137,0.6601493792117428,916,0.6121829175083253,0.7474259797956206
volume,temp_max,0日,w0,西红柿,0.0006402613284234695,0.0014506550182159746,0.658952280844062,916,0.6121829175083253,0.8212581366505075
volume,precipitation,0日,w0,青椒,-0.0007004805240946787,0.0016580672670764803,0.6726833818160586,916,0.49314708487927916,0.7474259797956206
volume,temp_max,0日,w0,青椒,0.002852026845730842,0.0015598110758569476,0.06748297726047126,916,0.49314708487927916,0.1928085064584893
volume,precipitation,0日,w0,韭菜,-0.0036186311490118686,0.0018445973525115923,0.049792084182848646,916,0.6522689609178158,0.22129815192377175
volume,temp_max,0日,w0,韭菜,0.00485594689861158,0.0014281821257474626,0.00067363825855855,916,0.6522689609178158,0.01146648676616145
volume,precipitation,0日,w0,黄瓜,-0.0022468824326356733,0.0016598848241089388,0.17585203975682195,916,0.44904071858421124,0.46893877268485856
volume,temp_max,0日,w0,黄瓜,-0.0009108261899931638,0.001701330291191994,0.5924001292990194,916,0.44904071858421124,0.8212581366505075
volume,precipitation,1-3日,w13,土豆,-0.0022919347216136844,0.0010511383558713108,0.029225523736243698,916,0.8220398070733608,0.16700299277853542
volume,temp_max,1-3日,w13,土豆,0.00021906949190697664,0.0009738417088769263,0.822015136346968,916,0.8220398070733608,0.8546793402698544
volume,precipitation,1-3日,w13,尖椒,-0.005778630808175781,0.0031868228715911774,0.06978726140193667,916,0.3987948660966155,0.2537718596434061
volume,temp_max,1-3日,w13,尖椒,0.004679067395535263,0.002380376252229747,0.049335129866725766,916,0.3987948660966155,0.17284613496682846
volume,precipitation,1-3日,w13,甘蓝,0.0009251680264802024,0.0010373863229211683,0.3724862387422365,916,0.7752012711985738,0.6310173236395727
volume,temp_max,1-3日,w13,甘蓝,0.0004028990924087126,0.000899886033345672,0.654353587282856,916,0.7752012711985738,0.8212581366505075
volume,precipitation,1-3日,w13,芸豆,0.001400836139299891,0.0019314539965155618,0.46828307222822585,916,0.6544094198856538,0.668975817468894
volume,temp_max,1-3日,w13,芸豆,0.0027993643098015554,0.0014544686560719609,0.05427133402170144,916,0.6544094198856538,0.17284613496682846
volume,precipitation,1-3日,w13,芹菜,0.0010367300228379464,0.001563307014646131,0.507225078697382,916,0.7125926138254837,0.6779233155668734
volume,temp_max,1-3日,w13,芹菜,-0.00033072373633527384,0.00133031927173754,0.8036665069077057,916,0.7125926138254837,0.8546793402698544
volume,precipitation,1-3日,w13,茄子,-0.006880257486574312,0.002852728512305513,0.015873271383181453,916,0.6544795705151631,0.15873271383181453
volume,temp_max,1-3日,w13,茄子,-0.0030463472338515536,0.001326103666921454,0.02160642191962528,916,0.6544795705151631,0.09602854186500125
volume,precipitation,1-3日,w13,西红柿,0.0003922188199575599,0.001880145769033097,0.8347520344740017,916,0.6119958692230798,0.8786863520778966
volume,temp_max,1-3日,w13,西红柿,0.00045133513439625603,0.0014572112075435949,0.7567698845832366,916,0.6119958692230798,0.8546793402698544
volume,precipitation,1-3日,w13,青椒,0.001885133739936362,0.003594566594764108,0.599972689398635,916,0.49249372018367876,0.7474259797956206
volume,temp_max,1-3日,w13,青椒,0.002052300787145168,0.0015634086687699666,0.18928098991181164,916,0.49249372018367876,0.3984862945511824
volume,precipitation,1-3日,w13,韭菜,-0.0006737647514333338,0.0027898718247626754,0.8091646427063839,916,0.6507588575920971,0.8747725867096042
volume,temp_max,1-3日,w13,韭菜,0.004652947795164684,0.0013961374394502158,0.0008599865074621087,916,0.6507588575920971,0.01146648676616145
volume,precipitation,1-3日,w13,黄瓜,-0.006392072447281761,0.00433032338879464,0.13991196047428742,916,0.4515101306533298,0.3997484584979641
volume,temp_max,1-3日,w13,黄瓜,-0.0006376943274309778,0.001423195459794825,0.6541010871722797,916,0.4515101306533298,0.8212581366505075
volume,precipitation,4-7日,w47,土豆,-0.0022959786581903834,0.0012617410604821566,0.06880609808445592,916,0.8219355375062241,0.2537718596434061
volume,temp_max,4-7日,w47,土豆,0.00036987085562823364,0.0010379723746384048,0.7215861159860131,916,0.8219355375062241,0.848924842336486
volume,precipitation,4-7日,w47,尖椒,0.0012656767987775765,0.0025805545053796623,0.6238034835243581,916,0.39679280705856,0.7474259797956206
volume,temp_max,4-7日,w47,尖椒,0.003199657505206113,0.002074511351992104,0.12298447641766103,916,0.39679280705856,0.3074611910441526
volume,precipitation,4-7日,w47,甘蓝,0.0010064949985923847,0.0011233757985687246,0.3702764005699539,916,0.7751664708787864,0.6310173236395727
volume,temp_max,4-7日,w47,甘蓝,0.00037162097472846246,0.0008936953078281071,0.6775379627366687,916,0.7751664708787864,0.8212581366505075
volume,precipitation,4-7日,w47,芸豆,-0.00038810077428507415,0.0027084361420308873,0.8860585407404276,916,0.6545280316105062,0.9087779905030027
volume,temp_max,4-7日,w47,芸豆,0.003172870136715247,0.0015289623384553404,0.03796997238089595,916,0.6545280316105062,0.1518798895235838
volume,precipitation,4-7日,w47,芹菜,-0.0013261993456045512,0.0015062580727301567,0.37861039418374365,916,0.7125860960424536,0.6310173236395727
volume,temp_max,4-7日,w47,芹菜,0.0002270934058019947,0.001079057808537308,0.8333123567631081,916,0.7125860960424536,0.8546793402698544
volume,precipitation,4-7日,w47,茄子,-0.0028300594148843016,0.0037729168796380307,0.4531953632627914,916,0.6523395381749526,0.668975817468894
volume,temp_max,4-7日,w47,茄子,-0.003808366214033048,0.0013102000466380893,0.0036525642065418354,916,0.6523395381749526,0.029220513652334683
volume,precipitation,4-7日,w47,西红柿,-0.0020392135729888627,0.002524165036146282,0.4191616902876927,916,0.6121426369549003,0.6448641389041426
volume,temp_max,4-7日,w47,西红柿,0.0008106115507682445,0.0014505066587500255,0.5762660225833999,916,0.6121426369549003,0.8212581366505075
volume,precipitation,4-7日,w47,青椒,-0.00313683592240945,0.0036881224095991713,0.3950339287275717,916,0.49283340567527956,0.6320542859641147
volume,temp_max,4-7日,w47,青椒,0.002832580962752123,0.0014832786026839871,0.056174993864219244,916,0.49283340567527956,0.17284613496682846
volume,precipitation,4-7日,w47,韭菜,-0.0015647324513042597,0.002463920431392739,0.5253905695643268,916,0.6505534598399016,0.6779233155668734
volume,temp_max,4-7日,w47,韭菜,0.004581517531890218,0.0014521171237863316,0.001604647687313338,916,0.6505534598399016,0.016046476873133382
volume,precipitation,4-7日,w47,黄瓜,-0.005774537131371198,0.005178014623897127,0.2647634665440197,916,0.45098697018511635,0.6310173236395727
volume,temp_max,4-7日,w47,黄瓜,-0.0014982374026119463,0.0015160835101461407,0.3230406016722407,916,0.45098697018511635,0.6025980830616515
volume,precipitation,8-14日,w814,土豆,0.0001070982257310232,0.0019533753273079974,0.9562760791391025,916,0.8218248716242751,0.9562760791391025
volume,temp_max,8-14日,w814,土豆,-0.0004752995060470786,0.001036201430837129,0.6464538353352113,916,0.8218248716242751,0.8212581366505075
volume,precipitation,8-14日,w814,尖椒,0.002894630330867539,0.0029111300945696417,0.3200611743463534,916,0.39543273084320196,0.6310173236395727
volume,temp_max,8-14日,w814,尖椒,0.0017501329616191126,0.002142798070413705,0.41407060761815073,916,0.39543273084320196,0.7201227958576534
volume,precipitation,8-14日,w814,甘蓝,0.003217239763288946,0.0014105927731205828,0.022561973010012584,916,0.7756245797320487,0.16351128356105674
volume,temp_max,8-14日,w814,甘蓝,0.00022621543440923264,0.0009029998818126552,0.8021887473257147,916,0.7756245797320487,0.8546793402698544
volume,precipitation,8-14日,w814,芸豆,0.0014526874364068978,0.0032704251705449375,0.6569058228123058,916,0.6541297229975589,0.7474259797956206
volume,temp_max,8-14日,w814,芸豆,0.0026455317849537743,0.0015661807032024203,0.0911885289376613,916,0.6541297229975589,0.24316941050043012
volume,precipitation,8-14日,w814,芹菜,0.005001165643146524,0.001746982272778674,0.004199877552784425,916,0.7132221728773596,0.08399755105568851
volume,temp_max,8-14日,w814,芹菜,-0.001068135236993327,0.0010997648414323472,0.33142894568390835,916,0.7132221728773596,0.6025980830616515
volume,precipitation,8-14日,w814,茄子,0.002900029460324343,0.0032504463609077158,0.37228883894983145,916,0.6528428011711344,0.6310173236395727
volume,temp_max,8-14日,w814,茄子,-0.004870163921611228,0.0013567031284589595,0.00033105247355239947,916,0.6528428011711344,0.01146648676616145
volume,precipitation,8-14日,w814,西红柿,0.006615747675340945,0.002588243490741444,0.010585992378756353,916,0.6131062401338309,0.14114656505008472
volume,temp_max,8-14日,w814,西红柿,-0.0010280866415900529,0.0013935077659791965,0.46065491687298876,916,0.6131062401338309,0.7677581947883146
volume,precipitation,8-14日,w814,青椒,0.003799344197861142,0.003981629218577983,0.33997306003767913,916,0.49163440523780166,0.6310173236395727
volume,temp_max,8-14日,w814,青椒,0.0009523930894877077,0.0015979955080541708,0.5511803408913685,916,0.49163440523780166,0.8212581366505075
volume,precipitation,8-14日,w814,韭菜,0.0037348743728222635,0.002400221646267526,0.11969526410505935,916,0.6507907922811438,0.36829312032325956
volume,temp_max,8-14日,w814,韭菜,0.0038074459363771837,0.0015332967692145401,0.013021668536611125,916,0.6507907922811438,0.07440953449492071
volume,precipitation,8-14日,w814,黄瓜,-0.00389541843585481,0.004421869152080005,0.37834821189388,916,0.4505017927768499,0.6310173236395727
volume,temp_max,8-14日,w814,黄瓜,-0.0019898472015384963,0.0015081202332865012,0.18702802938135854,916,0.4505017927768499,0.3984862945511824
