scope,response,crop,hazard,mean_y_in_win,mean_y_out_win,sd_y_in_win,sd_y_out_win
all,volume,尖椒,temp_max,0.30738967404285095,0.13623973159523817,1.8823003368955527,2.572396200352933
all,volume,尖椒,vpd,0.30738967404285095,0.13623973159523817,1.8823003368955527,2.572396200352933
all,volume,尖椒,soil_z,0.30738967404285095,0.13623973159523817,1.8823003368955527,2.572396200352933
all,volume,尖椒,wind,0.30738967404285095,0.13623973159523817,1.8823003368955527,2.572396200352933
all,volume,甘蓝,precip_3d,0.4926350342162527,0.3401461234395814,1.5224047750641128,1.3360639984679425
all,volume,甘蓝,temp_max,0.4926350342162527,0.3401461234395814,1.5224047750641128,1.3360639984679425
all,volume,甘蓝,vpd,0.4926350342162527,0.3401461234395814,1.5224047750641128,1.3360639984679425
all,volume,甘蓝,soil_z,0.4926350342162527,0.3401461234395814,1.5224047750641128,1.3360639984679425
all,volume,甘蓝,wind,0.4926350342162527,0.3401461234395814,1.5224047750641128,1.3360639984679425
all,volume,芸豆,precip_3d,-0.055474159790107135,-0.0011429594594305574,1.0085281594512165,1.2389144836194634
all,volume,芸豆,temp_max,-0.055474159790107135,-0.0011429594594305574,1.0085281594512165,1.2389144836194634
all,volume,芸豆,vpd,-0.055474159790107135,-0.0011429594594305574,1.0085281594512165,1.2389144836194634
all,volume,芸豆,soil_z,-0.055474159790107135,-0.0011429594594305574,1.0085281594512165,1.2389144836194634
all,volume,芸豆,wind,-0.055474159790107135,-0.0011429594594305574,1.0085281594512165,1.2389144836194634
all,volume,芹菜,precip_3d,0.3192543523082696,0.14680720557064023,1.855713866780312,1.3730178529993207
all,volume,芹菜,temp_max,0.3192543523082696,0.14680720557064023,1.855713866780312,1.3730178529993207
all,volume,芹菜,vpd,0.3192543523082696,0.14680720557064023,1.855713866780312,1.3730178529993207
all,volume,芹菜,soil_z,0.3192543523082696,0.14680720557064023,1.855713866780312,1.3730178529993207
all,volume,芹菜,wind,0.3192543523082696,0.14680720557064023,1.855713866780312,1.3730178529993207
all,volume,茄子,precip_3d,-0.14399862802322042,-0.12491283431364847,0.790176917222964,1.5613527982241333
all,volume,茄子,temp_max,-0.14399862802322042,-0.12491283431364847,0.790176917222964,1.5613527982241333
all,volume,茄子,vpd,-0.14399862802322042,-0.12491283431364847,0.790176917222964,1.5613527982241333
all,volume,茄子,soil_z,-0.14399862802322042,-0.12491283431364847,0.790176917222964,1.5613527982241333
all,volume,茄子,wind,-0.14399862802322042,-0.12491283431364847,0.790176917222964,1.5613527982241333
all,volume,西红柿,precip_3d,0.1436955475768354,0.19684986116233755,0.961214079809253,1.222321669732619
all,volume,西红柿,temp_max,0.1436955475768354,0.19684986116233755,0.961214079809253,1.222321669732619
all,volume,西红柿,vpd,0.1436955475768354,0.19684986116233755,0.961214079809253,1.222321669732619
all,volume,西红柿,soil_z,0.1436955475768354,0.19684986116233755,0.961214079809253,1.222321669732619
all,volume,西红柿,wind,0.1436955475768354,0.19684986116233755,0.961214079809253,1.222321669732619
all,volume,青椒,precip_3d,-0.0463133480289797,0.09729496335529833,1.7985720492819057,1.0756715362128308
all,volume,青椒,temp_max,-0.0463133480289797,0.09729496335529833,1.7985720492819057,1.0756715362128308
all,volume,青椒,vpd,-0.0463133480289797,0.09729496335529833,1.7985720492819057,1.0756715362128308
all,volume,青椒,soil_z,-0.0463133480289797,0.09729496335529833,1.7985720492819057,1.0756715362128308
all,volume,青椒,wind,-0.0463133480289797,0.09729496335529833,1.7985720492819057,1.0756715362128308
all,volume,黄瓜,precip_3d,-0.25007158423727965,-0.11935792470767403,1.6346805043575339,2.073858334722853
all,volume,黄瓜,temp_max,-0.25007158423727965,-0.11935792470767403,1.6346805043575339,2.073858334722853
all,volume,黄瓜,vpd,-0.25007158423727965,-0.11935792470767403,1.6346805043575339,2.073858334722853
all,volume,黄瓜,soil_z,-0.25007158423727965,-0.11935792470767403,1.6346805043575339,2.073858334722853
all,volume,黄瓜,wind,-0.25007158423727965,-0.11935792470767403,1.6346805043575339,2.073858334722853
