crop,response,exposure,label,lag_days,effect_z_per_1sd,se_hac,ci_low,ci_high,p_value,n_obs,fdr_p,fdr_p_within
土豆,price,wind_speed,日最大风速,3,0.24542419521993022,0.06466009259683489,0.11869041373013384,0.3721579767097266,0.00014728361733742603,1409,0.006201415466838991,0.000176557345236594
土豆,price,wind_speed,日最大风速,4,0.24137645255756054,0.06670666401649583,0.11063139108522871,0.37212151402989235,0.0002963431505912738,1408,0.01165940264621405,0.0002963431505912738
土豆,price,wind_speed,日最大风速,5,0.2601973156400298,0.06906077450759068,0.12483819760515205,0.39555643367490756,0.0001647868555541544,1407,0.006703194124236789,0.000176557345236594
土豆,price,wind_speed,日最大风速,6,0.27312151403457735,0.06736649834734129,0.1410831772737884,0.4051598507953663,5.029256999819989e-05,1406,0.002743231090810903,0.000176557345236594
土豆,price,wind_speed,日最大风速,7,0.26278099050610815,0.06560205947759529,0.13420095393002138,0.3913610270821949,6.18387909776012e-05,1405,0.003298068852138731,0.000176557345236594
土豆,price,wind_speed,日最大风速,8,0.2652370398030414,0.0642194694766893,0.1393668796287304,0.39110719997735244,3.625021176337393e-05,1404,0.0020232676333045915,0.000176557345236594
土豆,price,wind_speed,日最大风速,9,0.2718067879183426,0.06509109666456381,0.14422823845579755,0.39938533738088766,2.96952926017265e-05,1404,0.00178171755610359,0.000176557345236594
土豆,price,wind_speed,日最大风速,10,0.2714471251845159,0.07133407182058289,0.13163234441617344,0.4112619059528584,0.00014163577531431168,1404,0.006070104656327643,0.000176557345236594
土豆,price,wind_speed,日最大风速,11,0.2632347588408371,0.06904800300478049,0.12790067295146731,0.3985688447302068,0.00013765495800229074,1403,0.006006761803736324,0.000176557345236594
土豆,price,wind_speed,日最大风速,12,0.28656517634829903,0.07399771904134639,0.14152964702726012,0.43160070566933795,0.00010767085918318001,1402,0.004875661547917585,0.000176557345236594
土豆,price,wind_speed,日最大风速,13,0.2763931997511024,0.07182246966163364,0.13562115921430046,0.4171652402879043,0.00011894852341405973,1401,0.005286601040624877,0.000176557345236594
土豆,price,wind_speed,日最大风速,14,0.25852104094587686,0.06839865576169873,0.12445967565294733,0.39258240623880636,0.0001570668345822988,1400,0.006499317293060641,0.000176557345236594
土豆,price,radiation,短波辐射,0,0.08373888879526085,0.08493415313983674,-0.08273205135881916,0.25020982894934085,0.32416885557927766,1410,0.9997788117577607,0.6592442242399971
土豆,price,radiation,短波辐射,1,0.07226968091981167,0.08562251080638732,-0.09555044026070747,0.24008980210033082,0.3986414616771241,1409,0.9997788117577607,0.6592442242399971
土豆,price,radiation,短波辐射,2,0.05234959472380865,0.08128056046899884,-0.10696030379542906,0.21165949324304636,0.5195362325548003,1409,0.9997788117577607,0.6592442242399971
土豆,price,radiation,短波辐射,3,0.05759563520248129,0.08469007919243166,-0.10839692001468476,0.22358819041964734,0.4964567519209707,1409,0.9997788117577607,0.6592442242399971
土豆,price,radiation,短波辐射,4,0.06386528083379055,0.08375294145196775,-0.10029048441206624,0.22802104607964735,0.44573555061905656,1408,0.9997788117577607,0.6592442242399971
土豆,price,radiation,短波辐射,5,0.05998894806759651,0.08171960268927819,-0.10018147320338873,0.22015936933858177,0.46289832557980004,1407,0.9997788117577607,0.6592442242399971
土豆,price,radiation,短波辐射,6,0.05951509752744953,0.08120840055905297,-0.09965336756829428,0.21868356262319333,0.46363849568982807,1406,0.9997788117577607,0.6592442242399971
土豆,price,radiation,短波辐射,7,0.06553036997282183,0.08530080792364142,-0.10165921355751534,0.232719953503159,0.4423524314435635,1405,0.9997788117577607,0.6592442242399971
土豆,price,radiation,短波辐射,8,0.045785750743821164,0.08461611228468685,-0.12006182933416507,0.21163333082180738,0.5884388831610552,1404,0.9997788117577607,0.6592442242399971
土豆,price,radiation,短波辐射,9,0.03570951222308418,0.0809818714318341,-0.12301495578331062,0.194433980229479,0.6592442242399971,1404,0.9997788117577607,0.6592442242399971
土豆,price,radiation,短波辐射,10,0.03773532588659899,0.08233587183431096,-0.12364298290865049,0.19911363468184845,0.6467299809590498,1404,0.9997788117577607,0.6592442242399971
土豆,price,radiation,短波辐射,11,0.04214510455208758,0.08297845134441396,-0.12049266008296378,0.20478286918713895,0.6115205240190497,1403,0.9997788117577607,0.6592442242399971
土豆,price,radiation,短波辐射,12,0.061911582464017886,0.08154203074925882,-0.0979107978045294,0.22173396273256518,0.44769718564750316,1402,0.9997788117577607,0.6592442242399971
土豆,price,radiation,短波辐射,13,0.06343350465866122,0.08058933883610254,-0.09452159946009976,0.22138860877742222,0.4312114462906895,1401,0.9997788117577607,0.6592442242399971
土豆,price,radiation,短波辐射,14,0.04554301132933576,0.08215355955560011,-0.11547796539964046,0.206563988058312,0.5793294632076713,1400,0.9997788117577607,0.6592442242399971
土豆,price,et0,参考蒸散ET0,0,0.0991745850701343,0.10231382735492521,-0.10136051654551911,0.2997096866857877,0.33238679208032784,1410,0.9997788117577607,0.5712954772763206
土豆,price,et0,参考蒸散ET0,1,0.08159664337902255,0.10138617436341756,-0.11712025837327585,0.28031354513132095,0.4209291229880887,1409,0.9997788117577607,0.5712954772763206
土豆,price,et0,参考蒸散ET0,2,0.07206719066177397,0.09855247830762817,-0.12109566682117723,0.2652300481447252,0.4646221835142055,1409,0.9997788117577607,0.5712954772763206
土豆,price,et0,参考蒸散ET0,3,0.06725215977925697,0.09971289408598023,-0.12818511262926427,0.2626894321877782,0.5000201749474129,1409,0.9997788117577607,0.5712954772763206
土豆,price,et0,参考蒸散ET0,4,0.06453776142936231,0.09824452237686994,-0.12802150242930277,0.25709702528802736,0.5112391005022885,1408,0.9997788117577607,0.5712954772763206
土豆,price,et0,参考蒸散ET0,5,0.06632683709266286,0.09629920158453864,-0.12241959801303286,0.25507327219835857,0.4909756250019681,1407,0.9997788117577607,0.5712954772763206
土豆,price,et0,参考蒸散ET0,6,0.07537614759485803,0.09681721207734831,-0.11438558807674465,0.2651378832664607,0.43625027672404404,1406,0.9997788117577607,0.5712954772763206
土豆,price,et0,参考蒸散ET0,7,0.07871705075388932,0.1008469364472243,-0.1189429446826703,0.27637704619044895,0.4350615236571238,1405,0.9997788117577607,0.5712954772763206
土豆,price,et0,参考蒸散ET0,8,0.06490662343018488,0.09963978797643902,-0.1303873610036356,0.26020060786400534,0.514780113889705,1404,0.9997788117577607,0.5712954772763206
土豆,price,et0,参考蒸散ET0,9,0.06481441840554912,0.0971761694462013,-0.1256508737090054,0.2552797105201037,0.5047858491641096,1404,0.9997788117577607,0.5712954772763206
土豆,price,et0,参考蒸散ET0,10,0.06003931927145467,0.09925637913571944,-0.13450318383455542,0.25458182237746474,0.5452512304705152,1404,0.9997788117577607,0.5712954772763206
土豆,price,et0,参考蒸散ET0,11,0.055460213144287576,0.0979612130626471,-0.13654376445850075,0.24746419074707587,0.5712954772763206,1403,0.9997788117577607,0.5712954772763206
土豆,price,et0,参考蒸散ET0,12,0.07443158568591755,0.09594868240752348,-0.11362783183282847,0.26249100320466356,0.43790033320618316,1402,0.9997788117577607,0.5712954772763206
土豆,price,et0,参考蒸散ET0,13,0.07692075496813201,0.09584908315703898,-0.1109434480196644,0.26478495795592843,0.42225253317163913,1401,0.9997788117577607,0.5712954772763206
土豆,price,et0,参考蒸散ET0,14,0.05988816549552726,0.09866482682045942,-0.1334948950725732,0.25327122606362773,0.5438602238322752,1400,0.9997788117577607,0.5712954772763206
土豆,price,dew_point,露点温度,0,-0.03864702009786094,0.09162726605696238,-0.2182364615695072,0.14094242137378532,0.6731818463070129,1410,0.9997788117577607,0.6731818463070129
土豆,price,dew_point,露点温度,1,-0.04144924705854764,0.09135604564567992,-0.2205070965240803,0.13760860240698503,0.6500368152523204,1409,0.9997788117577607,0.6731818463070129
土豆,price,dew_point,露点温度,2,-0.045468005449967576,0.0914244384626029,-0.22465990483666926,0.13372389393673412,0.6189572119555724,1409,0.9997788117577607,0.6731818463070129
土豆,price,dew_point,露点温度,3,-0.04609733446979794,0.09172012538270449,-0.22586878021989873,0.13367411128030285,0.6152547338455554,1409,0.9997788117577607,0.6731818463070129
土豆,price,dew_point,露点温度,4,-0.0506173254360788,0.09163459207463731,-0.23022112590236793,0.12898647503021032,0.5806864645123482,1408,0.9997788117577607,0.6731818463070129
土豆,price,dew_point,露点温度,5,-0.05843698282596368,0.09111870005780374,-0.23702963493925902,0.12015566928733165,0.5213095357910367,1407,0.9997788117577607,0.6731818463070129
土豆,price,dew_point,露点温度,6,-0.062104284244027225,0.09108694976229514,-0.2406347057781257,0.11642613729007126,0.4953570796452835,1406,0.9997788117577607,0.6731818463070129
土豆,price,dew_point,露点温度,7,-0.05576621097407726,0.09164620722956794,-0.2353927771440304,0.12386035519587589,0.54285956764621,1405,0.9997788117577607,0.6731818463070129
土豆,price,dew_point,露点温度,8,-0.053400522665664495,0.09228917565465296,-0.2342873069487843,0.1274862616174553,0.5628444377281094,1404,0.9997788117577607,0.6731818463070129
土豆,price,dew_point,露点温度,9,-0.05303919272918643,0.09284253238903238,-0.23501055621168987,0.12893217075331703,0.5678090476820412,1404,0.9997788117577607,0.6731818463070129
土豆,price,dew_point,露点温度,10,-0.050830974608648924,0.09309132846624447,-0.2332899784024881,0.13162802918519023,0.585042978381924,1404,0.9997788117577607,0.6731818463070129
土豆,price,dew_point,露点温度,11,-0.05001969795988673,0.09318329566365235,-0.23265895746064533,0.13261956154087187,0.5914138907386188,1403,0.9997788117577607,0.6731818463070129
土豆,price,dew_point,露点温度,12,-0.06027824733752361,0.0929141704639656,-0.2423900214468962,0.12183352677184899,0.5164987332473507,1402,0.9997788117577607,0.6731818463070129
土豆,price,dew_point,露点温度,13,-0.06545478617629699,0.09273347766405361,-0.24721240239784206,0.11630283004524808,0.48028906357803025,1401,0.9997788117577607,0.6731818463070129
土豆,price,dew_point,露点温度,14,-0.06123279517881592,0.09299230332488011,-0.24349770969558093,0.1210321193379491,0.5102351097605469,1400,0.9997788117577607,0.6731818463070129
土豆,price,pressure_msl,海平面气压,0,-0.00836872668376811,0.09176385815696048,-0.18822588867141066,0.17148843530387442,0.9273348627828615,1410,0.9997788117577607,0.97735640383766
土豆,price,pressure_msl,海平面气压,1,-0.0026006773669077893,0.0916268654368969,-0.1821893336232257,0.17698797888941015,0.97735640383766,1409,0.9997788117577607,0.97735640383766
土豆,price,pressure_msl,海平面气压,2,0.01296424122742498,0.09061203790156663,-0.1646353530596456,0.19056383551449557,0.8862316121337541,1409,0.9997788117577607,0.97735640383766
土豆,price,pressure_msl,海平面气压,3,0.017239538995617802,0.08753887758449837,-0.154336661069999,0.1888157390612346,0.843877776930569,1409,0.9997788117577607,0.97735640383766
土豆,price,pressure_msl,海平面气压,4,0.018366928599688304,0.08527575807844298,-0.14877355723405994,0.18550741443343655,0.8294689058852023,1408,0.9997788117577607,0.97735640383766
土豆,price,pressure_msl,海平面气压,5,0.021340397092325727,0.08565015293649335,-0.1465339026632012,0.1892146968478527,0.8032387803543353,1407,0.9997788117577607,0.97735640383766
土豆,price,pressure_msl,海平面气压,6,0.0200076044580313,0.08795327278920224,-0.15238081020880512,0.1923960191248677,0.8200505726625571,1406,0.9997788117577607,0.97735640383766
土豆,price,pressure_msl,海平面气压,7,0.014352679130620693,0.09030154951014009,-0.16263835790925388,0.19134371617049525,0.8737148296389627,1405,0.9997788117577607,0.97735640383766
土豆,price,pressure_msl,海平面气压,8,0.01884602888870295,0.09163203659577078,-0.16075276283900777,0.1984448206164137,0.8370481150277216,1404,0.9997788117577607,0.97735640383766
土豆,price,pressure_msl,海平面气压,9,0.028176946817378305,0.09097950479030803,-0.15014288257162542,0.20649677620638204,0.7567841358285294,1404,0.9997788117577607,0.97735640383766
土豆,price,pressure_msl,海平面气压,10,0.0328499225588262,0.08811568237402238,-0.13985681489425766,0.2055566600119101,0.7092939563655385,1404,0.9997788117577607,0.97735640383766
土豆,price,pressure_msl,海平面气压,11,0.030146161964279102,0.08560788996705009,-0.13764530237113906,0.19793762629969727,0.7247315230965323,1403,0.9997788117577607,0.97735640383766
土豆,price,pressure_msl,海平面气压,12,0.03303259502958103,0.08607762162530883,-0.13567954335602425,0.2017447334151863,0.7011611000055517,1402,0.9997788117577607,0.97735640383766
土豆,price,pressure_msl,海平面气压,13,0.03221612422482288,0.08809194139795863,-0.14044408091517602,0.2048763293648218,0.7145813111010055,1401,0.9997788117577607,0.97735640383766
土豆,price,pressure_msl,海平面气压,14,0.031359597416448434,0.08992251400744575,-0.14488853003814522,0.20760772487104212,0.7272843456082122,1400,0.9997788117577607,0.97735640383766
土豆,price,cloud_cover,云量,0,-0.0573320351163912,0.04629919911549615,-0.14807846538276365,0.03341439514998124,0.21560695048546652,1410,0.9997788117577607,0.8946358991251138
土豆,price,cloud_cover,云量,1,-0.037394256289168606,0.043899172530248574,-0.12343663444845582,0.048648121870118605,0.39431320562452554,1409,0.9997788117577607,0.8946358991251138
土豆,price,cloud_cover,云量,2,-0.008854170309488915,0.04505068810172113,-0.09715351898886233,0.0794451783698845,0.8441891246712663,1409,0.9997788117577607,0.904488347862071
土豆,price,cloud_cover,云量,3,-0.027796728649032876,0.04379423676337648,-0.11363343270525078,0.05803997540718503,0.5256162502451924,1409,0.9997788117577607,0.8946358991251138
土豆,price,cloud_cover,云量,4,-0.02788414403326646,0.045487452061815335,-0.11703955007442451,0.0612712620078916,0.5398714567374143,1408,0.9997788117577607,0.8946358991251138
土豆,price,cloud_cover,云量,5,-0.019139078303212747,0.05068637070206288,-0.118484364879256,0.0802062082728305,0.7057291612564283,1407,0.9997788117577607,0.8946358991251138
土豆,price,cloud_cover,云量,6,-0.01689211402663414,0.05022793956010388,-0.11533887556443774,0.08155464751116946,0.7366377751964006,1406,0.9997788117577607,0.8946358991251138
土豆,price,cloud_cover,云量,7,-0.031045692159918366,0.04636367944630388,-0.12191850387467397,0.05982711955483723,0.5031049417780741,1405,0.9997788117577607,0.8946358991251138
土豆,price,cloud_cover,云量,8,-0.013546962087893542,0.04381983414987424,-0.09943383702164704,0.07233991284585997,0.7572063784744374,1404,0.9997788117577607,0.8946358991251138
土豆,price,cloud_cover,云量,9,0.0023895015558026683,0.04264098050213185,-0.08118682022837576,0.0859658233399811,0.955311791212396,1404,0.9997788117577607,0.955311791212396
土豆,price,cloud_cover,云量,10,-0.015883737823871133,0.04141162957964069,-0.09705053179996688,0.06528305615222461,0.7013065038849591,1404,0.9997788117577607,0.8946358991251138
土豆,price,cloud_cover,云量,11,-0.013002136237672691,0.04556038367466909,-0.1023004882400241,0.07629621576467871,0.7753511125750986,1403,0.9997788117577607,0.8946358991251138
土豆,price,cloud_cover,云量,12,-0.03676507560105422,0.05066357749271322,-0.13606568748677214,0.06253553628466368,0.4680406454138867,1402,0.9997788117577607,0.8946358991251138
土豆,price,cloud_cover,云量,13,-0.040203785683913695,0.053669181686880355,-0.14539538179019917,0.0649878104223718,0.45379467024058884,1401,0.9997788117577607,0.8946358991251138
土豆,price,cloud_cover,云量,14,-0.032338329022070726,0.04717625233819094,-0.12480378360492497,0.06012712556078351,0.4930417245694958,1400,0.9997788117577607,0.8946358991251138
土豆,price,temp_mean,日平均气温,0,-0.01450890056204373,0.09475965718181428,-0.20023782863839973,0.17122002751431226,0.8783094540803458,1410,0.9997788117577607,0.8783094540803458
土豆,price,temp_mean,日平均气温,1,-0.019307493613947947,0.09466049889240431,-0.2048420714430604,0.1662270842151645,0.8383803136397168,1409,0.9997788117577607,0.8783094540803458
土豆,price,temp_mean,日平均气温,2,-0.024189138966911976,0.09441194364611759,-0.20923654851330242,0.1608582705794785,0.7977898741826267,1409,0.9997788117577607,0.8783094540803458
土豆,price,temp_mean,日平均气温,3,-0.027220758049149002,0.09438506107140748,-0.21221547774910768,0.15777396165080967,0.7730397046213868,1409,0.9997788117577607,0.8783094540803458
土豆,price,temp_mean,日平均气温,4,-0.03292391980554929,0.09360638680329832,-0.21639243794001398,0.1505445983289154,0.7250427998795216,1408,0.9997788117577607,0.8783094540803458
土豆,price,temp_mean,日平均气温,5,-0.03640847431986686,0.09270139385268279,-0.21810320627112512,0.1452862576313914,0.6945041222884504,1407,0.9997788117577607,0.8783094540803458
土豆,price,temp_mean,日平均气温,6,-0.035041103338447954,0.0933704120456126,-0.21804711094784865,0.14796490427095274,0.7074438355504651,1406,0.9997788117577607,0.8783094540803458
土豆,price,temp_mean,日平均气温,7,-0.030629723031266713,0.09466147568592029,-0.21616621537567046,0.15490676931313704,0.7462627289460704,1405,0.9997788117577607,0.8783094540803458
土豆,price,temp_mean,日平均气温,8,-0.030596941698822364,0.09489833439769148,-0.21659767711829764,0.15540379372065294,0.7471359657170537,1404,0.9997788117577607,0.8783094540803458
土豆,price,temp_mean,日平均气温,9,-0.029670414848105845,0.09514663025160085,-0.2161578101412435,0.1568169804450318,0.7551630044420421,1404,0.9997788117577607,0.8783094540803458
土豆,price,temp_mean,日平均气温,10,-0.029909446292871192,0.09507812285696127,-0.2162625670925153,0.15644367450677288,0.7530824001557344,1404,0.9997788117577607,0.8783094540803458
土豆,price,temp_mean,日平均气温,11,-0.03151902118774012,0.09450429565400799,-0.21674744066959578,0.1537093982941155,0.7387422062829385,1403,0.9997788117577607,0.8783094540803458
土豆,price,temp_mean,日平均气温,12,-0.034463226574546514,0.09374097454129124,-0.21819553667547734,0.14926908352638432,0.7131393403819665,1402,0.9997788117577607,0.8783094540803458
土豆,price,temp_mean,日平均气温,13,-0.037163420741719175,0.09414177113258095,-0.22168129216157784,0.14735445067813946,0.6930198987842082,1401,0.9997788117577607,0.8783094540803458
土豆,price,temp_mean,日平均气温,14,-0.03948595396576176,0.09509213581224,-0.22586654015775218,0.14689463222622864,0.6779670238817385,1400,0.9997788117577607,0.8783094540803458
土豆,volume,humidity,相对湿度,0,-0.026568660232169045,0.08333407071682893,-0.18990343883715374,0.13676611837281563,0.7498621758485566,1410,0.9997788117577607,0.9487501547109584
土豆,volume,humidity,相对湿度,1,-0.019022648306195423,0.08578560966855828,-0.18716244325656967,0.1491171466441788,0.8245113236171846,1409,0.9997788117577607,0.9487501547109584
土豆,volume,humidity,相对湿度,2,-0.012590166418045922,0.0805125460658919,-0.17039475670719403,0.1452144238711022,0.8757372751621482,1409,0.9997788117577607,0.9487501547109584
土豆,volume,humidity,相对湿度,3,-0.028425689707431485,0.0763233607996863,-0.17801947687481662,0.12116809745995366,0.7095670596542422,1409,0.9997788117577607,0.9487501547109584
土豆,volume,humidity,相对湿度,4,-0.03098338512931264,0.07626451613367392,-0.18046183675131353,0.11849506649268823,0.6845500041562489,1408,0.9997788117577607,0.9487501547109584
土豆,volume,humidity,相对湿度,5,-0.04396314332865422,0.07745346934623086,-0.1957719432472667,0.10784565658995826,0.5703017481188193,1407,0.9997788117577607,0.9487501547109584
土豆,volume,humidity,相对湿度,6,-0.03366273430449682,0.07962678024078464,-0.1897312235764347,0.12240575496744108,0.672472970640056,1406,0.9997788117577607,0.9487501547109584
土豆,volume,humidity,相对湿度,7,-0.015764510040715742,0.08186075316768912,-0.17621158624938643,0.14468256616795494,0.8472901463913234,1405,0.9997788117577607,0.9487501547109584
土豆,volume,humidity,相对湿度,8,-0.008955243781075251,0.0833527150907553,-0.17232656535895566,0.15441607779680513,0.9144415590244377,1404,0.9997788117577607,0.9487501547109584
土豆,volume,humidity,相对湿度,9,-0.00949757104124752,0.07897538600323749,-0.164289327607593,0.14529418552509796,0.9042772785268054,1404,0.9997788117577607,0.9487501547109584
土豆,volume,humidity,相对湿度,10,-0.014895332659064696,0.07616593897412034,-0.16418057304834058,0.13438990773021117,0.8449512655681816,1404,0.9997788117577607,0.9487501547109584
土豆,volume,humidity,相对湿度,11,-0.017578583024931864,0.0754997752502981,-0.16555814251551615,0.1304009764656524,0.8158937213179825,1403,0.9997788117577607,0.9487501547109584
土豆,volume,humidity,相对湿度,12,-0.02443960740919395,0.07697089862011935,-0.1753025687046279,0.12642335388624,0.7508509618144192,1402,0.9997788117577607,0.9487501547109584
土豆,volume,humidity,相对湿度,13,-0.023041635486007125,0.07787402077200246,-0.17567471619913194,0.12959144522711769,0.767319075218758,1401,0.9997788117577607,0.9487501547109584
土豆,volume,humidity,相对湿度,14,0.0050550589793375835,0.07864566111448684,-0.14909043680505663,0.1592005547637318,0.9487501547109582,1400,0.9997788117577607,0.9487501547109584
土豆,volume,wind_speed,日最大风速,0,-0.28645124490755286,0.051534660508884354,-0.3874591795049662,-0.18544331031013953,2.7222897497905417e-08,1410,3.26674769974865e-05,4.0834346246858125e-07
土豆,volume,wind_speed,日最大风速,1,-0.2837121992042325,0.05661756610542539,-0.3946826287708663,-0.17274176963759874,5.41400845357759e-07,1409,0.0001624202536073277,1.3535021133943974e-06
土豆,volume,wind_speed,日最大风速,2,-0.272358834573981,0.05966011696197618,-0.3892926638194543,-0.15542500532850773,4.990794215142901e-06,1409,0.0004606886967824216,5.75860870978027e-06
土豆,volume,wind_speed,日最大风速,3,-0.26534092898810646,0.06050770716664107,-0.38393603503472296,-0.14674582294148997,1.1585698958613888e-05,1409,0.0008689274218960416,1.1585698958613888e-05
土豆,volume,wind_speed,日最大风速,4,-0.2722132718149779,0.05721339571726626,-0.3843515274208198,-0.16007501620913603,1.956570486627872e-06,1408,0.0002608760648837163,2.934855729941808e-06
土豆,volume,wind_speed,日最大风速,5,-0.28545153107210147,0.05393712842546814,-0.391168302786019,-0.17973475935818392,1.2078672177689992e-07,1407,6.0020042347532326e-05,4.6890658084009624e-07
土豆,volume,wind_speed,日最大风速,6,-0.2794068524964747,0.055221862139281735,-0.38764170228946687,-0.17117200270348248,4.1988485672127726e-07,1406,0.0001439605223044379,1.2596545701638318e-06
土豆,volume,wind_speed,日最大风速,7,-0.2893953659603066,0.053604359621446385,-0.39445991081834153,-0.18433082110227172,6.711497516217731e-08,1405,5.369198012974185e-05,4.6890658084009624e-07
土豆,volume,wind_speed,日最大风速,8,-0.28274079446277167,0.05865986105855591,-0.39771412213754126,-0.16776746678800208,1.4355498089935916e-06,1404,0.000232348813563312,2.511059437395891e-06
土豆,volume,wind_speed,日最大风速,9,-0.27443863940910074,0.06080909424477031,-0.39362446412885055,-0.15525281468935093,6.388134928556268e-06,1404,0.0005286732354667257,6.844430280596002e-06
土豆,volume,wind_speed,日最大风速,10,-0.2722276037486788,0.05811657450677789,-0.38613608978196345,-0.15831911771539417,2.81103985597765e-06,1404,0.00032732576745763027,3.7506077521186802e-06
土豆,volume,wind_speed,日最大风速,11,-0.27726557166012333,0.05936164487878776,-0.39361439562254735,-0.1609167476976993,3.000486201694944e-06,1403,0.00032732576745763027,3.7506077521186802e-06
土豆,volume,wind_speed,日最大风速,12,-0.29900164793505923,0.05656516424295029,-0.4098693698512418,-0.18813392601887666,1.2504175489069233e-07,1402,6.0020042347532326e-05,4.6890658084009624e-07
土豆,volume,wind_speed,日最大风速,13,-0.2803590482889968,0.05828242058701439,-0.39459259263954505,-0.1661255039384486,1.5066356624375345e-06,1401,0.000232348813563312,2.511059437395891e-06
土豆,volume,wind_speed,日最大风速,14,-0.2726884952313806,0.05536374693859999,-0.38120143923103655,-0.16417555123172464,8.418876536236087e-07,1400,0.0002020530368696661,1.8040449720505902e-06
土豆,volume,radiation,短波辐射,0,0.0020541098564571675,0.07516136620913215,-0.14526216791344182,0.14937038762635618,0.9781970628365243,1410,0.9997788117577607,0.9786437211833483
土豆,volume,radiation,短波辐射,1,-0.00905738444954425,0.07669602708226861,-0.15938159753079073,0.1412668286317022,0.9059927247163246,1409,0.9997788117577607,0.9786437211833483
土豆,volume,radiation,短波辐射,2,-0.0105273999345466,0.07649346932142399,-0.16045459980453763,0.13939979993544444,0.8905369387840201,1409,0.9997788117577607,0.9786437211833483
土豆,volume,radiation,短波辐射,3,0.004331846717112647,0.07603184085035428,-0.14469056134958172,0.15335425478380701,0.9545658162081141,1409,0.9997788117577607,0.9786437211833483
土豆,volume,radiation,短波辐射,4,0.011675435876553508,0.07424003439763881,-0.13383503154281856,0.15718590329592558,0.8750351869681033,1408,0.9997788117577607,0.9786437211833483
土豆,volume,radiation,短波辐射,5,0.012586875785589445,0.07354945053668414,-0.13157004726631147,0.15674379883749037,0.8641177166206212,1407,0.9997788117577607,0.9786437211833483
土豆,volume,radiation,短波辐射,6,0.01195413389890125,0.07325123440660798,-0.13161828553805038,0.1555265533358529,0.8703659916654956,1406,0.9997788117577607,0.9786437211833483
土豆,volume,radiation,短波辐射,7,-0.002000088210178934,0.07471568159365223,-0.1484428241337373,0.14444264771337942,0.9786437211833483,1405,0.9997788117577607,0.9786437211833483
