outcome,exposure,crop,ar1_coef,beta_per_sd,beta_raw,se,p_raw,n,r2,ar1,n_eff,ci_low,ci_high,is_core,q_fdr
price,temp_max,芸豆,0.9585246142520307,0.01527782968860232,0.0011642197835175876,0.0007538742978428822,0.12251191287566662,916,0.9255061730911324,0.9613992980896487,18.027049864002578,-0.0041123439302890065,0.034668003307493644,True,0.6125595643783331
price,temp_max,芹菜,0.9774198133574687,-0.0023969940304310235,-0.00018265865820478683,0.0005189697814993846,0.7248652927417868,916,0.9560272316987339,0.9777185640789601,10.319868395014831,-0.015745259377883437,0.01095127131702139,True,0.8141879873356125
price,temp_max,茄子,0.9683933528409989,-0.014118990022325285,-0.0010759124720143612,0.0006082314551130916,0.07690731208867412,916,0.9476985728915615,0.9734250474796752,12.335232361475462,-0.029763127975907206,0.0015251479312566353,True,0.6125595643783331
price,temp_max,西红柿,0.9578122452857266,-0.009112735856880449,-0.0006944197954022939,0.000668971846086047,0.2992512519174573,916,0.9241226184822354,0.9610066627695948,18.214061982127895,-0.02631915910127939,0.008093687387518492,True,0.8141879873356125
price,temp_max,青椒,0.9677052965770931,-0.002302316439782156,-0.00017544392114226919,0.0007464849711908618,0.8141879873356125,916,0.9386792149810148,0.9688386170724373,14.497799115750079,-0.02150243141478636,0.016897798535222046,True,0.8141879873356125
price,temp_max,韭菜,0.965466121934367,-0.003198196027726496,-0.00024371282851937473,0.0006490471925015908,0.7072936783707793,916,0.9321841947007592,0.9653913319476108,16.129886919046154,-0.01989214326199438,0.013495751206541388,True,0.8141879873356125
price,temp_max,黄瓜,0.9636344173526211,-0.0078037279913617886,-0.000594669183903209,0.0010356979554809252,0.5658511421688952,916,0.9265735406431308,0.9621846294551285,17.653221261202635,-0.03444260297485587,0.018835146992132297,True,0.8141879873356125
price,vpd,土豆,0.9839975437918109,-0.008223439177292567,-0.009815105143589617,0.009323818862789815,0.2924823918762469,916,0.9673615901134327,0.9834959604117846,7.621744921359372,-0.02353461090140915,0.007087732546824016,True,0.5116777349150134
price,vpd,尖椒,0.9671655573152997,-0.0033053847077965026,-0.003945149681002097,0.007501481277239478,0.5989465110331735,916,0.9392362282138587,0.9690679539395343,14.389424262732518,-0.015623992534835776,0.009013223119242773,True,0.7265963940097486
price,vpd,甘蓝,0.9661948895361625,0.002751348923652709,0.003283878969631334,0.006997716550925928,0.6388704745316938,916,0.9360104359355038,0.9674043098295327,15.176164882313921,-0.008739998276957853,0.01424269612426327,True,0.7265963940097486
price,vpd,芸豆,0.9607574219228785,0.004588663926203463,0.005476810606035495,0.012216844790749215,0.6539367546087738,916,0.9253137169063329,0.9613992980896487,18.027049864002578,-0.015473309742606226,0.024650637595013153,True,0.7265963940097486
price,vpd,芹菜,0.9770522534018617,-0.006413946508422585,-0.007655380918893548,0.005722750742989168,0.18099098860703722,916,0.9560672174758535,0.9777185640789601,10.319868395014831,-0.01581160005035392,0.002983707033508751,True,0.5116777349150134
price,vpd,茄子,0.969618718685444,-0.011676265120565146,-0.013936233657474005,0.007682110549548435,0.06965998906919652,916,0.9476403887415742,0.9734250474796752,12.335232361475462,-0.024291494519454344,0.00093896427832405,True,0.40440912947475344
price,vpd,西红柿,0.9594383254456331,-0.0015505905004847267,-0.0018507109335633848,0.007560654033357296,0.8066253427378782,916,0.9240300383790062,0.9610066627695948,18.214061982127895,-0.013966369266132098,0.010865188265162647,True,0.8066253427378782
price,vpd,青椒,0.9674973628980081,-0.007326399249642438,-0.008744441031158887,0.008560198489022052,0.3070066409490081,916,0.9387447616474561,0.9688386170724373,14.497799115750079,-0.021383586651792696,0.00673078815250782,True,0.5116777349150134
price,vpd,韭菜,0.964505774889431,-0.012375316836736644,-0.014770588475100196,0.008461648635603941,0.08088182589495069,916,0.932336222122409,0.9653913319476108,16.129886919046154,-0.02627066993566024,0.0015200362621869499,True,0.40440912947475344
price,vpd,黄瓜,0.9632694983034183,-0.011714102920199426,-0.013981395052093185,0.013122938859202371,0.2866875118152261,916,0.9266216132537787,0.9621846294551285,17.653221261202635,-0.03326402504494239,0.009835819204543543,True,0.5116777349150134
price,wind_speed,土豆,0.9820823286347083,0.006982212874431143,0.000953322233612666,0.0013370136679485385,0.47583118377413147,916,0.9673491074327827,0.9834959604117846,7.621744921359372,-0.012210894014639793,0.02617531976350208,True,0.9619536209101481
price,wind_speed,尖椒,0.9672432205380456,-0.0016035231002490358,-0.00021893835823552752,0.0010472397711135985,0.834399602345179,916,0.9392245138022498,0.9690679539395343,14.389424262732518,-0.016636865950296186,0.013429819749798115,True,0.9619536209101481
price,wind_speed,甘蓝,0.9665976538461731,0.0038990565492354043,0.0005323609241578769,0.0010851639778642781,0.6237227656431132,916,0.9360157430908613,0.9674043098295327,15.176164882313921,-0.011678696108503434,0.01947680920697424,True,0.9619536209101481
price,wind_speed,芸豆,0.9615558255119844,0.004742008538336009,0.0006474540740703394,0.0015029975229241554,0.6666318261399559,916,0.9253119650872388,0.9613992980896487,18.027049864002578,-0.016833830813967818,0.026317847890639838,True,0.9619536209101481
price,wind_speed,芹菜,0.9773925091380187,0.00111094799522055,0.00015168420718158853,0.0010010751024009795,0.8795645049055933,916,0.956022451379482,0.9777185640789601,10.319868395014831,-0.013259691516528383,0.015481587506969482,True,0.9619536209101481
price,wind_speed,茄子,0.971936576178313,0.009376099250531279,0.001280173498121648,0.001276707004396237,0.31599830191051737,916,0.947560656658643,0.9734250474796752,12.335232361475462,-0.008951293048307725,0.027703491549370282,True,0.9619536209101481
price,wind_speed,西红柿,0.9601143875204342,0.004962746598658339,0.0006775927284617604,0.0012786186373011706,0.5961526814003009,916,0.9240537097453178,0.9610066627695948,18.214061982127895,-0.01339208758470033,0.023317580782017008,True,0.9619536209101481
price,wind_speed,青椒,0.9677064475340674,-0.001843705023840287,-0.00025173179664670644,0.0011081628218740755,0.8202982564522975,916,0.9386764704193893,0.9688386170724373,14.497799115750079,-0.017751610829588756,0.014064200781908181,True,0.9619536209101481
price,wind_speed,韭菜,0.9658553921097225,0.001628266167196146,0.000222316673430532,0.0012931699363638988,0.8635035247289496,916,0.9321765040468433,0.9653913319476108,16.129886919046154,-0.01693545491461458,0.020191987249006872,True,0.9619536209101481
price,wind_speed,黄瓜,0.9639948037944955,0.0006073666061856715,8.292730400000052e-05,0.001738439560261825,0.9619536209101481,916,0.9265401012929805,0.9621846294551285,17.653221261202635,-0.024348291739095314,0.02556302495146666,True,0.9619536209101481
price,soil_moisture_0_7,土豆,0.9844452061502624,0.01675096366161417,0.1777948761465864,0.12233077664347716,0.14611425677811865,916,0.967436753184638,0.9834959604117846,7.621744921359372,-0.00583883498602749,0.03934076230925583,True,0.27255143259832487
price,soil_moisture_0_7,尖椒,0.9670903420754187,0.008542380502005339,0.09066890204242128,0.07233794429109926,0.2100575432913111,916,0.9393019017364886,0.9690679539395343,14.389424262732518,-0.004815661038781232,0.02190042204279191,True,0.30008220470187297
price,soil_moisture_0_7,甘蓝,0.9663738782129692,0.005005864163659014,0.05313228641429846,0.07976177288251414,0.5053233900231804,916,0.9360238192358624,0.9674043098295327,15.176164882313921,-0.00972307354631827,0.0197348018736363,True,0.6316542375289755
price,soil_moisture_0_7,芸豆,0.9614031047414927,0.0018778920603874224,0.019931962903026568,0.10976852069516538,0.8559109519631269,916,0.9252955012866083,0.9613992980896487,18.027049864002578,-0.018392140129304315,0.02214792425007916,True,0.8795254172713826
price,soil_moisture_0_7,芹菜,0.9768956897071344,0.011662123789414015,0.12378188482949753,0.07680029759951512,0.10701917243023701,916,0.956146209658662,0.9777185640789601,10.319868395014831,-0.002519943115206681,0.02584419069403471,True,0.27255143259832487
price,soil_moisture_0_7,茄子,0.9713692871439872,0.009428236207500657,0.1000713823190163,0.07182358618660943,0.16353085955899493,916,0.9475593737124922,0.9734250474796752,12.335232361475462,-0.0038348231355755952,0.02269129555057691,True,0.27255143259832487
price,soil_moisture_0_7,西红柿,0.9596434383592812,0.0008888142235613347,0.009433882013459276,0.0622407363975034,0.8795254172713824,916,0.9240278576405648,0.9610066627695948,18.214061982127895,-0.010604660611461005,0.012382289058583674,True,0.8795254172713826
price,soil_moisture_0_7,青椒,0.9668161351704163,0.010988111209567759,0.11662790935824645,0.08242979866585945,0.1571049784852079,916,0.9388055244133544,0.9688386170724373,14.497799115750079,-0.004233508447554676,0.026209730866690192,True,0.27255143259832487
price,soil_moisture_0_7,韭菜,0.9651538723700747,0.01306648574318227,0.13868779500154219,0.09463543648929759,0.14278581180150082,916,0.9323237563315802,0.9653913319476108,16.129886919046154,-0.004409046693396134,0.030542018179760676,True,0.27255143259832487
price,soil_moisture_0_7,黄瓜,0.9615897761504538,0.02463835753808485,0.2615117443647409,0.14760175781109935,0.07643794478312231,916,0.9268333199980519,0.9621846294551285,17.653221261202635,-0.0026180212774296226,0.05189473635359933,True,0.27255143259832487
price,pressure_msl,土豆,0.9833790848862783,0.0030771014300077087,0.00031025147235875486,0.0006682652693222045,0.6424586501369356,916,0.9673347737937408,0.9834959604117846,7.621744921359372,-0.009913609622660463,0.01606781248267588,False,0.7527919139919494
price,pressure_msl,尖椒,0.967227452679325,0.0031366473603542115,0.000316255243434617,0.0008340142841733819,0.7045419985798029,916,0.939233487597891,0.9690679539395343,14.389424262732518,-0.01307613381632318,0.0193494285370316,False,0.7527919139919494
price,pressure_msl,甘蓝,0.9660687923317424,-0.005635749857221772,-0.0005682294623106775,0.0009143690534653686,0.5343073134334909,916,0.9360319655842658,0.9674043098295327,15.176164882313921,-0.023410583765795235,0.012139084051351692,False,0.7527919139919494
price,pressure_msl,芸豆,0.9591121576263019,-0.015363746095650043,-0.0015490632842446003,0.0009931321209474275,0.11881291127424932,916,0.925506061627291,0.9613992980896487,18.027049864002578,-0.03466969092417153,0.00394219873287144,False,0.5940645563712467
price,pressure_msl,芹菜,0.9771195531179601,0.004307316800176173,0.00043428902477449715,0.0007401511599038303,0.5573667831348748,916,0.9560399445707292,0.9777185640789601,10.319868395014831,-0.010080816617800296,0.01869545021815264,False,0.7527919139919494
price,pressure_msl,茄子,0.9679468334966527,0.014682133147499337,0.0014803390560861485,0.0007972208355058159,0.06332900846204452,916,0.9477088585353951,0.9734250474796752,12.335232361475462,-0.0008154035264129802,0.030179669821411653,False,0.5940645563712467
price,pressure_msl,西红柿,0.9576265483247386,0.01021066052269299,0.0010294988751517941,0.0008357308326742903,0.21800340111997163,916,0.924144105364272,0.9610066627695948,18.214061982127895,-0.006035489417268794,0.026456810462654773,False,0.7266780037332388
price,pressure_msl,青椒,0.9674010425516789,0.004980457664019151,0.0005021590475418666,0.0008970654647537615,0.5756297035264839,916,0.9387026736155273,0.9688386170724373,14.497799115750079,-0.012458003951326067,0.022418919279364367,False,0.7527919139919494
price,pressure_msl,韭菜,0.9658671938026927,-0.0030395501178095206,-0.0003064653281046599,0.0009730289124443345,0.7527919139919494,916,0.9321830105928134,0.9653913319476108,16.129886919046154,-0.021954699576761518,0.015875599341142476,False,0.7527919139919494
price,pressure_msl,黄瓜,0.9632336272138472,0.009303737010869702,0.0009380575101983995,0.0014182046048165555,0.5083300649906923,916,0.9265861429718004,0.9621846294551285,17.653221261202635,-0.018265384235580155,0.036872858257319556,False,0.7527919139919494
price,cloud_cover,土豆,0.983035711467651,0.000817788825576748,2.4890202655692385e-05,0.00027896446832814605,0.9289042427925356,916,0.9673311752314325,0.9834959604117846,7.621744921359372,-0.017146817371147118,0.018782395022300617,False,0.9289042427925356
price,cloud_cover,尖椒,0.9673883291977959,0.011102595775460775,0.00033791836011033666,0.0002518354963398168,0.17965378058956516,916,0.9393711917407597,0.9690679539395343,14.389424262732518,-0.0051149732404598205,0.02732016479138137,False,0.3142782449563812
price,cloud_cover,甘蓝,0.9664853198160313,0.01456851622345128,0.0004434070384108153,0.000337235188191218,0.1885669469738287,916,0.936199879998304,0.9674043098295327,15.176164882313921,-0.007148576952755359,0.03628560939965792,False,0.3142782449563812
price,cloud_cover,芸豆,0.9610002690877466,0.031492231723964204,0.0009584968700650594,0.000319490847603358,0.0026991212245668136,916,0.9262173783540083,0.9613992980896487,18.027049864002578,0.01091782920220492,0.052066634245723484,False,0.013495606122834068
price,cloud_cover,芹菜,0.977445088720062,0.005053250197526739,0.0001538006115425384,0.00024479521954726857,0.5298187357039712,916,0.9560471858557706,0.9777185640789601,10.319868395014831,-0.010710942799390284,0.020817443194443765,False,0.662273419629964
price,cloud_cover,茄子,0.972408720132864,0.006580328706447666,0.00020027873935430968,0.00021613198342712776,0.35410819692682216,916,0.9475133824148207,0.9734250474796752,12.335232361475462,-0.007338024380074975,0.020498681792970305,False,0.5058688527526031
price,cloud_cover,西红柿,0.9595729779532338,-0.00406927926061618,-0.00012385249381209276,0.00030220430009940684,0.6819304015437115,916,0.9240464208632373,0.9610066627695948,18.214061982127895,-0.023530471844670612,0.015391913323438252,False,0.7577004461596795
price,cloud_cover,青椒,0.9669448907555694,0.02550534087190229,0.0007762799921562195,0.00022478660441714,0.0005535498582030925,916,0.9394647510990749,0.9688386170724373,14.497799115750079,0.011029652083097368,0.03998102966070721,False,0.005535498582030925
price,cloud_cover,韭菜,0.9671647499448548,0.01871733708027792,0.0005696804584905656,0.0002959955491762111,0.05427627903340472,916,0.9325111082851724,0.9653913319476108,16.129886919046154,-0.0003440276476441087,0.03777870180819995,False,0.1356906975835118
price,cloud_cover,黄瓜,0.9648423071361284,0.033370342300736267,0.0010156590021505496,0.00038986013312556744,0.009182381821331569,916,0.9271434458239388,0.9621846294551285,17.653221261202635,0.008264335771027531,0.058476348830445,False,0.030607939404438563
price,radiation,土豆,0.9835422618729964,-0.003355754736767375,-0.000541020975727502,0.001169459058851291,0.6436331988496151,916,0.9673355916398166,0.9834959604117846,7.621744921359372,-0.017573057182389797,0.010861547708855048,False,0.804541498562019
price,radiation,尖椒,0.9669475697119096,-0.004324727614962873,-0.0006972405725505443,0.000975381954726978,0.4747088429315903,916,0.9392450045938833,0.9690679539395343,14.389424262732518,-0.016182603395562746,0.007533148165636999,False,0.6781554899022719
price,radiation,甘蓝,0.9663379215638639,0.0012988355100132475,0.00020940065948139245,0.0010402393986330297,0.8404636503958054,916,0.9360043246805233,0.9674043098295327,15.176164882313921,-0.011347522679511708,0.013945193699538201,False,0.8404636503958054
price,radiation,芸豆,0.961514804514983,-0.002315584259606171,-0.0003733227705187384,0.0014966605938143197,0.8030226425022937,916,0.9252976912654552,0.9613992980896487,18.027049864002578,-0.020510728552732567,0.015879560033520222,False,0.8404636503958054
price,radiation,芹菜,0.9772063108011755,-0.003804753331175611,-0.0006134093582828449,0.0007843681150204696,0.4341894797242656,916,0.9560364689084434,0.9777185640789601,10.319868395014831,-0.013340443046472274,0.005730936384121053,False,0.6781554899022719
price,radiation,茄子,0.9696901396264468,-0.012449676618625742,-0.0020071598552488857,0.0011174509693550549,0.07246350804027607,916,0.9476530719442755,0.9734250474796752,12.335232361475462,-0.026034708329851285,0.0011353550925998004,False,0.4743768090083905
price,radiation,西红柿,0.958107547989837,-0.006261183620495638,-0.0010094395858121453,0.001179562639601812,0.3921225425015745,916,0.9240719252451631,0.9610066627695948,18.214061982127895,-0.020601316927298458,0.008078949686307183,False,0.6781554899022719
price,radiation,青椒,0.9671536391507899,-0.011304308041900912,-0.0018225014181593446,0.0010911728728058903,0.0948753618016781,916,0.9388336496258896,0.9688386170724373,14.497799115750079,-0.024569872693970304,0.0019612566101684815,False,0.4743768090083905
price,radiation,韭菜,0.9651119069071619,-0.009717264562177056,-0.0015666353375681005,0.0013639089547808148,0.2507059816620181,916,0.9322684296467358,0.9653913319476108,16.129886919046154,-0.02629852576293995,0.006863996638585836,False,0.6781554899022719
price,radiation,黄瓜,0.9633566346083587,-0.012072765962220823,-0.0019463936231830948,0.0019834397650185785,0.3264338413570379,916,0.9266214788221414,0.9621846294551285,17.653221261202635,-0.036185763171069,0.012040231246627356,False,0.6781554899022719
price,dew_point,土豆,0.9833247243828642,-0.004890644227891218,-0.00033147260994798684,0.0004741608796064517,0.4845070154856601,916,0.9673407369203247,0.9834959604117846,7.621744921359372,-0.01860262559441761,0.008821337138635173,False,0.9690140309713202
price,dew_point,尖椒,0.9672646861708027,0.0003014143380694135,2.042892360597931e-05,0.0006009806648458914,0.9728830141421841,916,0.9392217281386791,0.9690679539395343,14.389424262732518,-0.017077994281319734,0.01768082295745856,False,0.9728830141421841
price,dew_point,甘蓝,0.9651386451983914,0.007811181771766042,0.0005294175343811211,0.0005956079027382149,0.37407336712078076,916,0.936056744119882,0.9674043098295327,15.176164882313921,-0.009412855080200231,0.025035218623732314,False,0.9690140309713202
price,dew_point,芸豆,0.9571410055509849,0.019755994580000123,0.001338999686013673,0.0006793390782383243,0.04872011065840037,916,0.9256306761126482,0.9613992980896487,18.027049864002578,0.00011058479822197154,0.039401404361778275,False,0.48720110658400373
price,dew_point,芹菜,0.9773445268831586,0.0003995581012093274,2.708080172309429e-05,0.0005233930263835045,0.9587351847038651,916,0.9560214492713967,0.9777185640789601,10.319868395014831,-0.01473613894553375,0.015535255147952403,False,0.9728830141421841
price,dew_point,茄子,0.9689075813461271,-0.011377124272418744,-0.0007711059935159763,0.0005819283477789939,0.1851421235876256,916,0.9476078712153644,0.9734250474796752,12.335232361475462,-0.02820557006917418,0.005451321524336692,False,0.925710617938128
price,dew_point,西红柿,0.9587010059938214,-0.006421855215760183,-0.00043525331426407486,0.0006153972746133499,0.4793974087857905,916,0.9240732807835119,0.9610066627695948,18.214061982127895,-0.02421816934760735,0.011374458916086983,False,0.9690140309713202
price,dew_point,青椒,0.9673620714498515,0.0023974661198435054,0.00016249277497518188,0.0006697393959667195,0.8082990890883659,916,0.938679472626543,0.9688386170724373,14.497799115750079,-0.016970336060603067,0.021765268300290075,False,0.9728830141421841
price,dew_point,韭菜,0.9658242896949597,0.0022026248977623526,0.00014928704472795366,0.0006263867941916674,0.8116248082189021,916,0.9321787298596271,0.9653913319476108,16.129886919046154,-0.01591148872823548,0.02031673852376019,False,0.9728830141421841
price,dew_point,黄瓜,0.9639204970537034,-0.0006890151328177695,-4.669929639663107e-05,0.0009752443986881194,0.9618081240947686,916,0.9265401715434415,0.9621846294551285,17.653221261202635,-0.028891537942628196,0.02751350767699266,False,0.9728830141421841
price,et0,土豆,0.9837448728147226,-0.004501381307260062,-0.002528736730981647,0.004169514216084667,0.5441945070332135,916,0.9673394249259878,0.9834959604117846,7.621744921359372,-0.019048725568317763,0.010045962953797638,False,0.6802431337915169
price,et0,尖椒,0.967169602421642,-0.002631133946459248,-0.0014780896352444475,0.0038047559860151974,0.6976573456993209,916,0.939230427016274,0.9690679539395343,14.389424262732518,-0.015905844689587025,0.010643576796668528,False,0.7123132080315366
price,et0,甘蓝,0.9661012352229902,0.004987188786950946,0.002801648340602144,0.003581795889283633,0.43410236045577977,916,0.9360269021450206,0.9674043098295327,15.176164882313921,-0.007509619036186659,0.01748399661008855,False,0.6802431337915169
price,et0,芸豆,0.9607080673962832,0.006687233199095988,0.0037566806864195654,0.005566827950726038,0.4997817028397331,916,0.9253357771012807,0.9613992980896487,18.027049864002578,-0.012735308239636835,0.02610977463782881,False,0.6802431337915169
price,et0,芹菜,0.9771647194570242,-0.004624572080447785,-0.002597941495433704,0.0027209611184135798,0.3396848294764906,916,0.9560440273157614,0.9777185640789601,10.319868395014831,-0.01411794614254288,0.0048688019816473084,False,0.6802431337915169
price,et0,茄子,0.969871370061798,-0.01014982273389474,-0.005701856343242097,0.0038058654647625503,0.13408752635583926,916,0.9475896700665211,0.9734250474796752,12.335232361475462,-0.023428404424200442,0.003128758956410963,False,0.6802431337915169
price,et0,西红柿,0.959143319583596,-0.002515213774423564,-0.001412969269543464,0.0038317689655845595,0.7123132080315366,916,0.924034443789295,0.9610066627695948,18.214061982127895,-0.01588417221475225,0.010853744665905121,False,0.7123132080315366
price,et0,青椒,0.967497808292682,-0.005581589569878421,-0.00313556430774954,0.004172572817899629,0.4523697029353274,916,0.9387124917917933,0.9688386170724373,14.497799115750079,-0.020139605226032486,0.008976426086275646,False,0.6802431337915169
price,et0,韭菜,0.9649653229808459,-0.00844469107219997,-0.004743966138043752,0.004320976286251307,0.27225156666462247,916,0.9322460829049946,0.9653913319476108,16.129886919046154,-0.023520483196250126,0.006631101051850184,False,0.6802431337915169
price,et0,黄瓜,0.9633334115188316,-0.008739351910240436,-0.004909497479086332,0.00647236354799579,0.44813232210026466,916,0.9265830792214148,0.9621846294551285,17.653221261202635,-0.03132128731945255,0.013842583498971677,False,0.6802431337915169
price,humidity,土豆,0.9829785264804903,-0.0022061942081077323,-0.00012890232976863272,0.0005314719767935725,0.8083630542791012,916,0.9673328741007338,0.9834959604117846,7.621744921359372,-0.020034883435006326,0.01562249501879086,False,0.8674454931066824
price,humidity,尖椒,0.9671532308487498,0.0019490626838446787,0.00011387878722978438,0.00043578687251213884,0.7938475817090171,916,0.9392260482826225,0.9690679539395343,14.389424262732518,-0.01266978658466291,0.016567911952352268,False,0.8674454931066824
price,humidity,甘蓝,0.965976394368952,0.004202120431574314,0.00024551923471093215,0.0005458275748275918,0.6528467421423879,916,0.9360183826132187,0.9674043098295327,15.176164882313921,-0.014108139804126903,0.022512380667275532,False,0.8674454931066824
price,humidity,芸豆,0.9592309357006299,0.012806938419396778,0.0007482769166000103,0.0005692532779705292,0.18868184838948776,916,0.9254351874916873,0.9613992980896487,18.027049864002578,-0.006289157381477107,0.03190303422027066,False,0.8674454931066824
price,humidity,芹菜,0.9771421284901034,0.00489383422539862,0.00028593431658784855,0.00047382550576864505,0.5462033116228857,916,0.9560446651441201,0.9777185640789601,10.319868395014831,-0.01100105404527376,0.020788722496071,False,0.8674454931066824
price,humidity,茄子,0.9711503091688811,-0.003427990480401483,-0.00020028878587594772,0.00046593337578365807,0.6672933232120628,916,0.9474741965413095,0.9734250474796752,12.335232361475462,-0.019058130393710758,0.01220214943290779,False,0.8674454931066824
price,humidity,西红柿,0.9597314222684632,-0.0014673095223426155,-8.573117236305734e-05,0.0005136552262512496,0.8674454931066824,916,0.9240294646374557,0.9610066627695948,18.214061982127895,-0.018698320372351678,0.015763701327666444,False,0.8674454931066824
price,humidity,青椒,0.9669469087645617,0.006894005568146001,0.00040279925307851747,0.00046593213574713273,0.3873121940791422,916,0.9387281082269272,0.9688386170724373,14.497799115750079,-0.008736092747060633,0.022524103883352634,False,0.8674454931066824
price,humidity,韭菜,0.9662294523842155,0.012959304257013228,0.0007571792658917144,0.0005204793089678993,0.1457321045731274,916,0.932330590559405,0.9653913319476108,16.129886919046154,-0.004500626376777877,0.030419234890804333,False,0.8674454931066824
price,humidity,黄瓜,0.9638469791034302,0.00736539823419785,0.00043034153048393585,0.000818127280427496,0.5988826180351838,916,0.9265682962972769,0.9621846294551285,17.653221261202635,-0.020079392211366696,0.0348101886797624,False,0.8674454931066824
volume,precipitation,土豆,0.901932364880173,-0.015783617002176065,-0.0019038587968467687,0.001066871662728851,0.07433845052642955,916,0.8243450105870738,0.90643624856685,44.955290992391205,-0.03311926381381866,0.0015520298094665354,True,0.1858461263160739
volume,precipitation,尖椒,0.586511815309446,-0.027916977190408004,-0.0033674146171945984,0.0023238238841076686,0.1473142929654005,916,0.421139431189802,0.6281694508978751,209.1900095470529,-0.0656768985705568,0.009842944189740785,True,0.24552382160900085
volume,precipitation,甘蓝,0.8737013842738797,-0.006116008374424587,-0.0007377280089621669,0.0008009645648553508,0.35702458603373255,916,0.776497744931931,0.8802538754834422,58.3365105570994,-0.019130918499094703,0.0068989017502455304,True,0.5100351229053323
volume,precipitation,芸豆,0.7907123890788825,-0.0023463066333037014,-0.0002830172908592063,0.0017034523792808479,0.8680441370675281,916,0.6648441500405302,0.8073535468319563,97.63676365990794,-0.030025782843339937,0.025333169576732536,True,0.9620992390438454
volume,precipitation,芹菜,0.8271572701413582,-0.02562998841095607,-0.003091552392113419,0.0014265307932024185,0.030220950763726325,916,0.7182371710669446,0.843924020820369,77.53334482021448,-0.048809753007604345,-0.0024502238143077996,True,0.15110475381863162
volume,precipitation,茄子,0.7919624615675668,-0.053272311866558286,-0.006425837598665024,0.0017034283712435757,0.00016175160605954453,916,0.6553438215583842,0.8041641358516329,99.4286761360698,-0.08095139796889053,-0.025593225764226034,True,0.0016175160605954452
volume,precipitation,西红柿,0.7712749816998491,0.00760613750264019,0.0009174710582771466,0.001963767928178499,0.6403572737062153,916,0.6165351491276141,0.7819471847464465,112.08883208324464,-0.024303218057388196,0.03951549306266858,True,0.8004465921327691
